CustomerID,Age,Gender,Tenure,Monthly Charges,Total Charges,Contract Type,Has Internet Service,Has Online Security Service,Has Device Protection Plan,Number of Complaints Last Year,Churn,Region
11954,28,Female,31,108.15,449.8,Month-to-month,DSL,No,Yes,7,0,North
11955,50,Female,62,109.16,4305.97,One year,DSL,No,Yes,9,0,South
11956,24,Female,44,102.47,93.35,Month-to-month,No,No,Yes,5,0,East
11957,48,Female,68,51.52,6050.67,One year,No,Yes,No,4,0,West
11958,65,Other,67,84.88,2854.66,One year,DSL,No,No,4,0,South
11959,63,Female,49,59.3,340.93,One year,Fiber optic,No,Yes,1,1,West
11960,64,Female,59,108.27,1977.33,Month-to-month,No,Yes,No,8,1,East
11961,31,Other,4,105.55,3561.58,Two year,DSL,No,Yes,9,1,South
11962,45,Male,39,53.18,282.03,Month-to-month,Fiber optic,Yes,No,6,0,West
11963,60,Other,7,94.77,4981.2,One year,Fiber optic,No,No,4,1,West
11964,33,Male,71,35.89,361.34,Two year,Fiber optic,No,No,1,0,North
11965,36,Female,49,107.61,4540.25,Month-to-month,DSL,No,No,5,0,South
11966,34,Other,15,108.79,1823.16,Two year,No,Yes,No,9,1,East
11967,43,Female,7,65.04,1962.18,Month-to-month,Fiber optic,Yes,No,7,0,South
11968,23,Other,47,111.42,8638.72,Two year,DSL,Yes,No,1,1,West
11969,60,Male,68,116.68,4658.05,One year,DSL,Yes,No,4,0,East
11970,66,Other,45,49.19,1941.27,Month-to-month,DSL,Yes,No,6,0,North
11971,26,Female,19,65.43,5396.81,Month-to-month,DSL,No,No,2,1,West
11972,67,Other,47,56.36,984.62,Month-to-month,DSL,No,No,3,1,West
11973,34,Female,53,67.8,1062.24,Two year,No,No,Yes,8,0,East
11974,48,Other,27,75.13,2594.72,One year,No,Yes,Yes,6,0,East
11975,29,Male,5,81.5,999.44,One year,DSL,Yes,Yes,9,0,East
11976,40,Other,60,33.54,4987.66,One year,No,No,Yes,3,0,North
11977,22,Other,62,35.56,6192.53,Month-to-month,DSL,No,No,4,1,West
11978,60,Other,59,96.17,2355.31,Month-to-month,Fiber optic,No,Yes,6,0,East
11979,53,Other,61,74.71,1369.92,Two year,No,Yes,No,1,0,North
11980,53,Male,56,39.05,1521.92,Month-to-month,No,Yes,No,8,0,West
11981,20,Female,47,69,3022.25,One year,DSL,Yes,No,3,1,East
11982,41,Other,48,78.01,3365.25,Month-to-month,DSL,No,No,7,1,West
11983,34,Other,10,94.18,1695.05,One year,No,Yes,No,5,0,West
11984,56,Other,32,41.94,1840.46,One year,Fiber optic,Yes,No,8,0,East
11985,43,Male,65,130.47,4854.44,Two year,No,Yes,Yes,7,0,North
11986,21,Female,24,77.94,4529.3,One year,No,No,Yes,5,0,South
11987,62,Female,29,98.75,1398.39,One year,No,Yes,No,4,1,North
11988,29,Other,7,121.72,2607.52,Two year,Fiber optic,Yes,Yes,5,0,South
11989,18,Other,17,33.2,5915.65,One year,Fiber optic,No,Yes,7,0,East
11990,38,Female,25,90.73,4652.96,Two year,DSL,Yes,Yes,3,0,North
11991,36,Other,36,84.57,4603.41,Month-to-month,No,Yes,No,9,1,West
11992,38,Other,61,35.79,8544.57,Month-to-month,DSL,Yes,No,4,0,West
11993,69,Other,71,99.99,6529.63,Month-to-month,Fiber optic,Yes,Yes,4,1,East
11994,35,Male,35,52.29,52.75,One year,No,No,No,3,1,South
11995,60,Male,50,100.88,5650.63,Month-to-month,No,No,No,3,0,East
11996,69,Female,56,66.62,7668.09,Month-to-month,No,No,No,7,0,North
11997,20,Male,65,107.77,566.06,Month-to-month,No,Yes,Yes,6,1,East
11998,66,Male,41,125.11,3655.05,Two year,DSL,No,Yes,4,0,South
11999,61,Female,25,116.9,1420.83,One year,No,Yes,No,4,1,North
12000,49,Male,34,78.73,3232.33,One year,Fiber optic,Yes,No,4,0,West
12001,27,Female,8,52.74,3172.89,Two year,DSL,Yes,Yes,6,0,South
12002,57,Other,56,130.22,2865.78,One year,No,No,Yes,7,0,West
12003,32,Female,30,96.6,2032.32,One year,DSL,Yes,No,5,0,North
12004,22,Female,68,69.98,7299.71,Month-to-month,DSL,Yes,No,0,0,East
12005,21,Female,21,78.62,4723.1,Month-to-month,No,Yes,Yes,0,0,South
12006,45,Other,10,42.92,176.01,One year,Fiber optic,Yes,Yes,1,1,South
12007,69,Other,33,81.02,2642.49,Two year,No,No,No,5,0,West
12008,68,Other,4,47.48,2579.37,Two year,No,No,Yes,8,1,West
12009,21,Female,23,66.93,2897.46,Month-to-month,Fiber optic,No,Yes,7,0,West
12010,32,Female,69,79.66,7138.93,Month-to-month,No,No,Yes,2,1,South
12011,34,Female,53,125.72,2324.46,One year,Fiber optic,No,No,5,0,North
12012,61,Female,5,93.08,210.75,Two year,DSL,No,No,1,0,West
12013,20,Female,18,67.55,1877.99,Two year,Fiber optic,No,Yes,5,0,East
12014,27,Female,17,41.41,899.14,Month-to-month,DSL,Yes,No,4,1,South
12015,64,Female,58,105.46,776.02,Two year,Fiber optic,Yes,Yes,7,1,East
12016,59,Male,67,77.14,3724.71,Two year,DSL,Yes,No,9,0,North
12017,40,Other,56,36.87,2715.22,Month-to-month,Fiber optic,No,No,6,0,South
12018,35,Male,40,96.33,2528.17,Two year,DSL,Yes,Yes,1,0,South
12019,18,Other,2,65.35,2636.55,Month-to-month,No,No,No,7,1,North
12020,52,Female,21,70.78,2257.22,Two year,Fiber optic,Yes,Yes,1,0,West
12021,48,Male,52,114.71,5419.87,Month-to-month,Fiber optic,No,No,5,0,West
12022,61,Female,24,43.86,1220.15,One year,DSL,Yes,Yes,3,0,South
12023,18,Male,53,64.37,972.48,Two year,Fiber optic,Yes,No,6,0,North
12024,20,Male,38,66.72,2195.18,Two year,Fiber optic,Yes,Yes,7,0,North
12025,20,Female,20,30.33,1642.9,One year,Fiber optic,No,Yes,0,0,West
12026,54,Male,50,115.37,157.88,Two year,Fiber optic,Yes,Yes,3,0,West
12027,36,Male,39,114.36,1099.49,Month-to-month,Fiber optic,Yes,No,7,1,West
12028,46,Other,60,96.84,4938.33,Two year,DSL,No,Yes,6,0,North
12029,42,Female,39,120.78,1455.13,One year,Fiber optic,No,Yes,0,1,North
12030,50,Female,71,57.55,4067.38,Month-to-month,No,Yes,Yes,3,0,South
12031,53,Male,33,52.27,1805.62,Month-to-month,No,Yes,No,3,0,West
12032,46,Female,29,36.91,2078.28,Two year,No,Yes,No,5,0,West
12033,43,Other,10,89.78,3138.2,One year,DSL,No,Yes,6,0,South
12034,21,Other,67,80.12,1474.01,Two year,Fiber optic,Yes,Yes,6,1,West
12035,66,Female,3,111.84,1784.97,Two year,Fiber optic,No,Yes,7,0,North
12036,31,Female,31,78.6,2115.99,Two year,Fiber optic,Yes,Yes,5,1,West
12037,67,Other,27,50.52,2311.19,One year,Fiber optic,Yes,No,0,0,West
12038,44,Female,70,111.76,79.29,Month-to-month,DSL,No,No,7,0,South
12039,50,Male,27,75.99,4879.17,One year,No,No,No,6,0,West
12040,39,Female,9,126.53,221.19,One year,DSL,No,No,6,1,South
12041,65,Male,6,83.97,7354.81,Month-to-month,Fiber optic,Yes,No,1,0,East
12042,20,Other,6,41.78,1052.34,Two year,Fiber optic,Yes,No,0,1,West
12043,40,Female,26,115.94,3380.54,Two year,Fiber optic,Yes,Yes,0,0,West
12044,38,Other,43,118.71,94.59,One year,No,Yes,No,8,1,South
12045,58,Female,19,74.98,456.24,One year,Fiber optic,Yes,Yes,3,1,North
12046,40,Male,16,32.62,2504.77,Month-to-month,Fiber optic,Yes,No,4,0,North
12047,21,Female,23,32.99,6742.54,One year,DSL,Yes,No,4,0,North
12048,38,Other,29,65.46,1828.07,Two year,Fiber optic,Yes,No,3,0,North
12049,54,Male,38,102.33,1148.7,Month-to-month,No,Yes,Yes,8,0,West
12050,60,Female,59,63.43,4366.59,Two year,DSL,Yes,Yes,1,0,North
12051,48,Other,48,30.77,6406.32,Two year,Fiber optic,Yes,Yes,4,1,East
12052,38,Other,20,115.7,1284.47,Month-to-month,No,Yes,No,9,1,South
12053,43,Female,21,127.83,1072.4,Month-to-month,DSL,Yes,No,6,0,South
12054,58,Other,28,64.97,1710.66,Two year,Fiber optic,No,No,9,0,South
12055,52,Male,50,37.37,290.95,Month-to-month,Fiber optic,No,Yes,9,0,South
12056,55,Female,33,59.42,3955.17,Month-to-month,DSL,Yes,No,3,1,West
12057,41,Male,40,110.69,1328.54,One year,No,Yes,No,6,0,East
12058,28,Other,54,84.76,2351.61,One year,DSL,Yes,Yes,0,1,North
12059,58,Other,10,68.77,2779.8,Two year,DSL,No,Yes,7,0,West
12060,46,Other,34,63.75,784.32,Two year,No,No,No,9,0,West
12061,64,Male,36,41.64,816.16,Month-to-month,No,Yes,No,3,0,South
12062,20,Other,7,64.28,6756.55,Month-to-month,Fiber optic,No,No,2,0,North
12063,18,Female,16,77.47,1516.65,One year,DSL,No,No,2,0,South
12064,69,Female,51,97.98,4306.24,Month-to-month,Fiber optic,No,No,9,1,East
12065,36,Other,61,56.46,3649.22,Two year,No,No,Yes,7,0,East
12066,63,Female,31,120.63,5162.2,One year,DSL,Yes,No,2,0,South
12067,66,Male,32,78.95,2706.95,Two year,DSL,No,Yes,1,1,North
12068,39,Male,45,70.91,2718.2,Two year,DSL,No,No,7,0,South
12069,31,Other,27,89.98,3940.04,Two year,No,No,Yes,6,1,South
12070,66,Female,22,46.92,1909.81,Two year,No,Yes,No,3,1,West
12071,31,Female,15,40.76,4603.42,Two year,DSL,Yes,No,5,1,East
12072,61,Other,8,64.99,5374.69,One year,DSL,No,No,9,0,North
12073,33,Male,68,34.02,2161.79,Two year,No,No,Yes,7,0,West
12074,50,Other,8,68.13,1819.88,Two year,No,Yes,Yes,7,0,East
12075,30,Female,16,97.81,716.42,Two year,No,No,No,1,1,South
12076,55,Female,48,112.01,1954.33,Two year,DSL,No,Yes,2,1,East
12077,66,Other,34,88.55,1579.43,Month-to-month,Fiber optic,Yes,No,7,0,North
12078,29,Male,57,99.81,3775.17,One year,Fiber optic,Yes,No,8,0,South
12079,68,Male,5,114.14,2920.34,One year,DSL,No,Yes,2,0,South
12080,55,Other,44,108.08,2603.53,Month-to-month,Fiber optic,No,Yes,1,0,West
12081,56,Female,71,62.31,7395.93,Two year,DSL,Yes,Yes,4,0,South
12082,50,Male,37,87.91,6172.85,One year,Fiber optic,No,No,2,1,North
12083,50,Other,28,56.74,1907.44,Two year,DSL,Yes,Yes,7,1,South
12084,46,Female,68,88.2,837.01,Month-to-month,No,No,No,5,0,North
12085,22,Male,38,73.02,3698.79,One year,Fiber optic,No,No,9,0,North
12086,23,Male,46,67.64,5103.43,One year,Fiber optic,No,No,4,1,West
12087,48,Other,26,48.53,3750.21,Two year,No,Yes,Yes,3,0,North
12088,33,Female,53,86.73,7164.65,Month-to-month,Fiber optic,No,Yes,0,0,South
12089,48,Male,63,103.65,5147.97,One year,DSL,Yes,Yes,1,0,East
12090,42,Other,63,87.69,2819.52,Two year,DSL,No,Yes,4,0,East
12091,65,Male,38,36.98,1139.05,Two year,No,Yes,No,3,0,West
12092,63,Female,15,123.35,1004.47,Two year,Fiber optic,No,Yes,1,1,West
12093,50,Male,9,30.54,4675.65,Two year,DSL,Yes,Yes,4,0,South
12094,30,Female,22,119.38,1129.3,Month-to-month,No,No,No,3,1,West
12095,69,Male,70,107.36,1777.2,One year,Fiber optic,No,Yes,0,1,North
12096,27,Male,56,39.74,6403.37,Two year,DSL,No,Yes,3,0,South
12097,41,Other,37,53.88,623.97,Month-to-month,Fiber optic,Yes,No,5,0,East
12098,27,Male,57,65.24,714.85,One year,Fiber optic,Yes,Yes,0,0,West
12099,58,Female,60,121.93,3759.41,One year,DSL,No,No,3,1,North
12100,48,Other,12,128.96,5263.94,Two year,Fiber optic,No,No,7,0,South
12101,30,Female,7,38.79,2668.41,One year,DSL,No,Yes,1,1,West
12102,20,Female,66,70.08,2356.34,Two year,DSL,Yes,Yes,8,0,North
12103,67,Other,41,45.07,5382.06,Month-to-month,DSL,No,No,9,0,West
12104,69,Female,24,58.11,5717.84,One year,No,Yes,No,5,0,East
12105,51,Male,25,129.08,2618.99,Two year,No,Yes,No,7,0,West
12106,66,Other,62,129.42,4265.14,Month-to-month,Fiber optic,Yes,Yes,8,1,North
12107,45,Male,44,77.68,813.67,Two year,DSL,No,No,2,0,South
12108,36,Male,2,48.49,772.91,One year,DSL,No,No,8,0,East
12109,40,Female,42,85.24,259.15,Month-to-month,DSL,Yes,Yes,5,0,South
12110,62,Female,33,62.38,2431.03,One year,No,No,Yes,7,1,South
12111,49,Male,17,123.8,4883.66,One year,DSL,Yes,No,6,0,South
12112,30,Other,63,112.63,3697.79,Two year,Fiber optic,Yes,No,0,0,North
12113,50,Male,22,61.18,4789.7,Two year,Fiber optic,Yes,No,5,1,West
12114,51,Male,1,31.84,6830.77,Month-to-month,DSL,Yes,Yes,2,0,East
12115,50,Female,70,130.79,689.26,Two year,Fiber optic,Yes,No,4,0,West
12116,22,Female,54,99.01,3490.78,Month-to-month,Fiber optic,No,Yes,1,1,West
12117,20,Male,14,72.99,6956.76,One year,Fiber optic,No,Yes,2,0,South
12118,24,Male,53,59.12,2007.48,One year,DSL,Yes,Yes,7,0,South
12119,41,Female,6,30.44,4733.99,One year,DSL,No,No,5,1,North
12120,39,Male,64,45.54,1316.48,One year,DSL,Yes,Yes,4,1,North
12121,62,Female,33,30.58,4217.12,Month-to-month,DSL,No,No,2,1,North
12122,40,Male,44,90.35,2055.01,Month-to-month,Fiber optic,No,Yes,5,0,South
12123,47,Other,34,96.99,7091.41,One year,DSL,Yes,No,8,0,West
12124,35,Other,34,107.44,287.89,Two year,No,No,Yes,1,1,West
12125,49,Male,24,48.88,1930.76,One year,No,Yes,No,4,0,South
12126,24,Female,2,39.68,1354.07,Month-to-month,No,Yes,Yes,7,0,East
12127,50,Male,8,95.69,1283.28,Two year,DSL,No,Yes,5,0,West
12128,22,Male,25,80.48,639.8,One year,No,No,No,4,0,West
12129,66,Female,32,118.43,4296.42,One year,DSL,Yes,Yes,7,0,South
12130,45,Male,56,83.85,3462.05,Month-to-month,Fiber optic,Yes,No,1,0,North
12131,25,Female,7,74.92,4793.48,Month-to-month,DSL,Yes,Yes,4,0,West
12132,32,Male,48,79.28,1039.18,Month-to-month,DSL,No,No,0,0,West
12133,69,Female,54,109,7276.29,Month-to-month,Fiber optic,Yes,Yes,9,0,South
12134,21,Male,63,31.84,2694.28,Two year,Fiber optic,Yes,Yes,8,0,East
12135,51,Other,2,122.73,1649.64,Two year,DSL,No,No,7,1,West
12136,22,Female,35,102.12,1569,Month-to-month,DSL,No,Yes,3,0,North
12137,50,Other,22,119.4,5521.4,Two year,No,No,Yes,0,0,East
12138,22,Female,64,126.91,2079.5,One year,No,No,Yes,1,0,West
12139,55,Female,59,52.82,1607.73,Two year,Fiber optic,Yes,Yes,3,0,West
12140,51,Female,49,88.4,2542.72,One year,DSL,No,Yes,6,0,East
12141,43,Female,52,79.08,1548.47,Month-to-month,No,No,No,6,1,West
12142,18,Male,21,84.29,1830.14,One year,Fiber optic,Yes,Yes,8,1,West
12143,21,Male,12,34.77,3174.57,Month-to-month,DSL,Yes,No,4,0,West
12144,56,Female,11,122.3,2367.99,Month-to-month,No,No,Yes,2,0,North
12145,43,Male,54,126.41,4620.06,Month-to-month,DSL,Yes,No,9,1,South
12146,50,Female,70,99.19,2577.39,Two year,Fiber optic,No,Yes,9,0,South
12147,50,Female,14,56.08,2450.92,One year,Fiber optic,Yes,Yes,2,0,South
12148,25,Other,33,109.5,1448.38,Two year,Fiber optic,Yes,No,3,0,South
12149,37,Female,26,103.81,4193.05,Month-to-month,No,No,No,1,0,West
12150,33,Female,14,88.02,1792,Two year,No,No,No,1,1,East
12151,38,Male,48,47.18,5605.53,Month-to-month,DSL,Yes,Yes,2,0,West
12152,62,Female,65,50.31,240.9,One year,Fiber optic,No,Yes,2,0,West
12153,43,Female,46,89.52,253.63,Month-to-month,Fiber optic,Yes,Yes,3,0,West
12154,40,Other,55,43,5015.04,Month-to-month,Fiber optic,Yes,No,0,0,West
12155,35,Male,68,103.11,819.02,Two year,DSL,Yes,Yes,6,0,South
12156,48,Male,12,51.46,543.01,Month-to-month,No,No,Yes,4,0,South
12157,69,Other,54,121.95,2145.35,One year,DSL,No,No,0,0,North
12158,59,Female,64,120.86,1949.47,One year,Fiber optic,No,Yes,4,0,West
12159,29,Other,47,59.64,1120.42,Month-to-month,Fiber optic,Yes,No,3,1,South
12160,18,Male,37,38.41,5019.82,One year,No,No,No,7,0,West
12161,59,Other,41,91.74,237.53,Month-to-month,No,No,No,6,0,West
12162,26,Male,27,75.28,5545.16,Month-to-month,DSL,No,No,8,1,South
12163,20,Other,42,44.5,631.21,One year,DSL,Yes,Yes,1,0,East
12164,68,Female,68,83.67,2356.32,Two year,No,No,No,9,1,North
12165,43,Female,29,130.26,2319.16,Month-to-month,Fiber optic,No,Yes,7,1,West
12166,26,Male,36,36.96,1595.16,Two year,Fiber optic,No,Yes,7,1,North
12167,59,Other,57,56.64,2627.02,Two year,No,Yes,No,0,0,East
12168,68,Male,12,84.39,1506.56,Month-to-month,No,No,No,9,0,East
12169,33,Female,45,110.12,582,One year,Fiber optic,No,No,9,0,East
12170,41,Male,20,31.88,5355.94,Month-to-month,Fiber optic,No,Yes,5,0,East
12171,67,Female,45,104,3138.23,One year,Fiber optic,No,Yes,8,0,South
12172,31,Male,23,44.12,2384.51,Month-to-month,No,Yes,Yes,9,0,West
12173,20,Other,62,113.89,1329.2,Two year,DSL,No,No,8,1,East
12174,51,Female,34,99.9,2913.66,Month-to-month,Fiber optic,No,No,0,0,North
12175,50,Male,21,76.1,1594.69,One year,No,No,No,3,0,North
12176,67,Female,51,112.97,8118.85,One year,No,Yes,No,6,0,West
12177,41,Other,9,104.03,8071.59,Month-to-month,Fiber optic,No,No,3,1,South
12178,26,Female,10,106.67,1309.96,One year,No,Yes,Yes,7,0,East
12179,30,Other,52,59.29,4015.99,Month-to-month,No,No,No,8,0,East
12180,19,Female,45,92.55,7148.08,Two year,DSL,No,Yes,8,0,West
12181,24,Other,52,44.24,4749.85,Month-to-month,DSL,Yes,No,1,1,South
12182,65,Female,30,112.9,3507.68,Month-to-month,DSL,No,Yes,1,0,South
12183,38,Other,64,83.19,6939.12,One year,No,Yes,Yes,6,0,South
12184,36,Male,2,113.3,2904.07,Month-to-month,Fiber optic,No,No,3,1,East
12185,42,Male,49,51.32,4823.66,Two year,Fiber optic,No,Yes,7,0,East
12186,64,Female,45,43.15,4945,Two year,DSL,No,Yes,7,0,North
12187,39,Other,17,99.58,1009.41,Month-to-month,Fiber optic,Yes,No,8,0,West
12188,28,Male,28,35.89,600.66,One year,No,No,No,2,0,South
12189,50,Female,45,54.63,980.64,Two year,DSL,No,No,1,0,South
12190,49,Male,17,121.77,3130.52,Month-to-month,DSL,No,Yes,6,1,South
12191,38,Other,59,43.4,1521.27,Month-to-month,No,No,Yes,2,1,South
12192,56,Female,14,67.92,3390,Two year,No,No,No,0,0,East
12193,37,Other,10,125.49,5108.49,One year,DSL,Yes,Yes,9,1,North
12194,25,Other,18,32.01,1684.44,Month-to-month,DSL,Yes,Yes,6,0,West
12195,59,Other,35,74.97,218.56,Two year,Fiber optic,No,No,9,1,North
12196,54,Male,48,109.42,1820.08,Month-to-month,DSL,No,No,9,1,West
12197,26,Female,58,121.8,4710.91,Two year,No,Yes,Yes,4,1,East
12198,42,Other,18,104.28,1455.28,Month-to-month,DSL,No,No,4,1,East
12199,42,Male,52,119.72,3673.98,One year,DSL,No,Yes,5,1,South
12200,50,Other,30,33.46,2129.59,One year,Fiber optic,No,No,3,0,South
12201,19,Male,37,40.08,4470.76,Two year,Fiber optic,Yes,Yes,7,0,West
12202,36,Female,40,104.5,1230.7,Month-to-month,Fiber optic,Yes,Yes,7,0,South
12203,63,Female,6,106.08,1242.65,One year,DSL,Yes,Yes,3,1,East
12204,37,Female,35,91.12,5511.52,Two year,No,No,No,0,0,West
12205,59,Female,26,103.75,3680.71,One year,No,No,Yes,7,0,East
12206,58,Other,30,116.65,3333.66,One year,Fiber optic,No,Yes,5,0,East
12207,59,Male,24,85.08,1389.89,Month-to-month,Fiber optic,No,No,3,0,North
12208,46,Female,55,125.67,6791.92,Month-to-month,No,No,No,2,0,South
12209,23,Other,9,100.11,1272.29,One year,Fiber optic,No,No,0,0,West
12210,34,Female,62,77.66,5305.92,One year,DSL,No,Yes,4,0,West
12211,42,Female,18,72.56,247.38,One year,Fiber optic,No,No,1,1,West
12212,55,Female,51,105.76,457.18,One year,No,Yes,No,9,1,North
12213,21,Male,19,93.67,597.07,Two year,Fiber optic,Yes,Yes,4,0,South
12214,47,Male,69,112.55,7079.21,Two year,Fiber optic,Yes,Yes,1,0,East
12215,37,Male,33,108.87,1014.34,One year,Fiber optic,No,No,7,0,West
12216,20,Female,38,82.93,1629.28,Month-to-month,DSL,No,Yes,8,1,North
12217,40,Other,13,125.51,1381.11,Month-to-month,No,No,Yes,2,0,West
12218,68,Other,49,101.12,7758.32,Two year,Fiber optic,Yes,Yes,3,0,North
12219,35,Other,53,50.27,462.5,One year,DSL,No,Yes,0,0,East
12220,43,Female,1,92.46,931.09,Month-to-month,No,No,Yes,0,0,West
12221,53,Male,12,50.37,4146.74,One year,No,Yes,Yes,0,0,East
12222,25,Other,24,86.43,1154.27,Two year,DSL,No,No,7,0,South
12223,34,Female,1,109.77,5473.22,Two year,DSL,No,Yes,0,0,West
12224,48,Female,68,112.05,3170.12,Month-to-month,No,No,No,2,0,South
12225,54,Other,7,95.72,4462.79,One year,Fiber optic,No,Yes,5,1,West
12226,62,Other,69,109.1,1285.03,Two year,DSL,No,No,1,0,East
12227,50,Female,39,77.69,4312.85,Month-to-month,DSL,No,No,9,0,West
12228,44,Other,32,85.61,1002.64,One year,DSL,No,No,3,1,South
12229,62,Female,49,118.83,1520,One year,DSL,No,No,5,0,North
12230,21,Other,31,79.79,610.48,Two year,DSL,Yes,Yes,7,0,West
12231,39,Male,3,65.43,1386.33,Month-to-month,DSL,No,Yes,3,1,East
12232,43,Female,47,110.49,6496.91,One year,No,Yes,Yes,3,0,East
12233,49,Male,15,35.09,4524.43,Month-to-month,Fiber optic,No,No,0,0,East
12234,41,Other,51,126.78,236.28,One year,Fiber optic,No,Yes,9,1,West
12235,63,Female,21,64.34,812.99,One year,Fiber optic,No,No,9,1,East
12236,52,Other,41,93.58,3123.36,One year,No,No,No,5,0,East
12237,54,Female,3,99.22,8338.96,Month-to-month,No,Yes,No,1,0,South
12238,49,Other,1,43.83,1281.02,Two year,No,No,No,3,1,South
12239,24,Male,21,113.1,2081.46,One year,DSL,No,No,4,0,East
12240,50,Male,21,87.77,4676.88,Two year,DSL,Yes,No,1,1,North
12241,48,Other,49,63.11,897.5,One year,DSL,No,No,6,0,West
12242,29,Male,65,115.91,899.78,Two year,No,No,Yes,8,0,South
12243,28,Male,41,93.12,3252.9,Month-to-month,Fiber optic,Yes,No,8,0,West
12244,41,Other,67,109.35,1156.43,One year,DSL,No,Yes,6,1,East
12245,25,Female,42,130.21,295.92,One year,No,No,Yes,5,1,South
12246,49,Other,69,43.15,1916.08,Two year,DSL,No,Yes,2,0,South
12247,55,Female,57,105.7,5483.39,Two year,Fiber optic,Yes,Yes,8,1,West
12248,39,Male,43,106.51,1235.62,Two year,Fiber optic,No,Yes,7,1,East
12249,51,Male,12,118.33,505.64,Month-to-month,No,No,No,5,1,West
12250,36,Male,64,71.2,1612.87,One year,DSL,Yes,Yes,2,0,East
12251,69,Male,51,117.82,4996.25,Month-to-month,DSL,No,No,0,1,South
12252,37,Male,60,94.62,3036.82,Month-to-month,Fiber optic,Yes,No,9,0,South
12253,31,Female,71,36.94,5883.48,Two year,No,No,Yes,5,0,West
12254,50,Female,28,33.17,6029.16,Two year,No,No,Yes,2,1,East
12255,27,Female,71,78.62,3292.53,One year,DSL,No,No,1,0,East
12256,33,Other,14,109.36,833.67,One year,DSL,No,Yes,4,1,North
12257,21,Male,32,68.8,1879.15,One year,No,No,No,4,0,West
12258,44,Male,8,116.03,2709.91,Two year,Fiber optic,Yes,Yes,2,1,North
12259,45,Male,27,79.69,621.66,Two year,DSL,Yes,Yes,7,0,East
12260,60,Other,50,32.65,91.89,Month-to-month,No,Yes,Yes,8,1,South
12261,33,Other,59,128.33,6320.07,One year,No,No,No,3,1,North
12262,69,Other,57,79.44,750.35,Month-to-month,No,No,No,8,0,South
12263,50,Male,3,95.65,1685.19,One year,No,No,No,1,0,East
12264,65,Female,27,50.12,7924.48,One year,No,No,Yes,9,0,North
12265,36,Other,34,60.02,5322.62,One year,Fiber optic,Yes,No,3,0,East
12266,38,Other,26,78.9,7695.14,Month-to-month,DSL,Yes,Yes,2,0,North
12267,39,Female,40,116.47,1776,Month-to-month,Fiber optic,Yes,No,6,1,North
12268,26,Other,32,40.29,1410.14,Month-to-month,No,Yes,Yes,4,0,West
12269,26,Female,41,108.8,2177.76,Two year,DSL,No,No,2,1,East
12270,26,Male,2,88.5,4419.17,Two year,DSL,Yes,No,7,0,South
12271,44,Female,7,80.46,3325.86,Month-to-month,No,No,Yes,3,0,South
12272,34,Female,19,118.53,1437.19,Two year,Fiber optic,Yes,No,2,0,North
12273,61,Male,33,41.92,6862.87,Two year,Fiber optic,No,No,6,0,West
12274,62,Other,2,130.06,3078.04,Month-to-month,DSL,Yes,No,8,0,East
12275,25,Male,67,116.31,562.2,One year,DSL,Yes,Yes,8,0,East
12276,33,Other,15,62.89,717.74,Two year,No,Yes,Yes,3,0,West
12277,35,Other,21,75.6,4904.03,Month-to-month,Fiber optic,No,No,8,0,East
12278,50,Female,59,32.52,207.84,One year,Fiber optic,Yes,Yes,8,1,North
12279,18,Male,39,83.28,346.45,Two year,No,Yes,No,4,1,West
12280,29,Female,20,85.31,1714.74,Month-to-month,Fiber optic,No,No,3,0,East
